Country,City_Tier,Age,Gender,Education_Level,HH_Size,Annual_HH_Income_USD,Monthly_kWh,High_Energy_Appliances,EE_Appliance_Share,Env_Concern,EE_Knowledge,Govt_Incentive_Aware,Will_Adopt,Premium_WTP_pct,Budget_USD,Financing_Pref,Acceptable_Payback_yrs,Primary_Decision_Factor,Main_Barrier,Wanted_Features,Interested_Categories,Info_Sources
India,Tier‑2 city,53,Male,Secondary,2,13065.6,296.3,0,17,5,4,0,0,8.4,461.57,Upfront,2,Peer reviews,High cost,5‑Star rating;Wi‑Fi control;Compact design,AC,Friends/Family;In‑store demos
India,Metro,44,Female,Primary,1,25093.77,167.5,5,46,3,4,1,0,6.5,1589.63,Upfront,3,Energy saving,High cost,Wi‑Fi control;Quiet motor;5‑Star rating,Water‑heater;Refrigerator;Dishwasher,Online reviews
India,Rural,33,Male,Post‑grad,2,26614.87,243.8,3,22,2,2,0,0,4.7,1381.75,BNPL,4,Govt incentive,High cost,Wi‑Fi control;Quiet motor;5‑Star rating,Air‑purifier;Water‑heater,Online reviews
India,Metro,39,Female,Secondary,2,21929.69,245.0,1,28,1,2,0,0,4.6,1038.38,0‑interest EMI,3,Govt incentive,Uncertain savings,Quiet motor;Compact design,Water‑heater;Air‑purifier,Govt portals;Friends/Family;In‑store demos
UAE,Metro,42,Other,Primary,3,37218.06,319.3,4,34,3,3,0,1,7.3,964.33,0‑interest EMI,2,Brand,Limited models,Wi‑Fi control;Solar compatibility;Quiet motor,Dishwasher,In‑store demos
UAE,Metro,38,Female,Primary,2,81768.97,400.4,8,49,5,4,1,1,13.9,3817.1,0‑interest EMI,2,Energy saving,Limited models,5‑Star rating;Solar compatibility,Air‑purifier;Dishwasher,Govt portals
India,Rural,23,Female,Secondary,1,17357.85,349.6,3,35,4,3,1,0,4.5,332.3,0‑interest EMI,4,Peer reviews,Other,5‑Star rating;Wi‑Fi control;Compact design,Water‑heater,In‑store demos;Social media;Online reviews
India,Metro,26,Male,Primary,2,14968.07,228.1,1,37,5,4,0,1,10.1,50.0,0‑interest EMI,2,Govt incentive,Limited models,Solar compatibility;5‑Star rating,Air‑purifier,Online reviews;In‑store demos
India,Metro,34,Male,Secondary,1,16851.43,188.5,0,26,2,2,1,0,7.9,397.46,0‑interest EMI,1,Up‑front price,Low awareness,Wi‑Fi control;Solar compatibility,Refrigerator,Friends/Family;Social media
India,Rural,39,Male,Secondary,3,37731.32,278.9,6,29,5,5,0,1,4.5,2101.09,Upfront,3,Peer reviews,High cost,Compact design,Washer;Refrigerator;Dishwasher,Social media;Online reviews;Friends/Family
UAE,Metro,20,Female,Secondary,4,113011.62,312.4,4,73,3,4,1,1,10.3,6796.13,0‑interest EMI,3,Energy saving,High cost,Solar compatibility;Quiet motor;Compact design,Washer;Air‑purifier,Online reviews
India,Tier‑2 city,40,Other,Post‑grad,2,10452.11,132.6,5,38,4,4,0,0,2.1,761.14,0‑interest EMI,1,Brand,Low awareness,Solar compatibility,Refrigerator;Dishwasher;Water‑heater,Govt portals;Online reviews;Social media
India,Rural,30,Female,Post‑grad,3,24532.6,364.0,3,35,2,3,0,0,5.6,1169.84,0‑interest EMI,0,Up‑front price,High cost,5‑Star rating;Compact design,Refrigerator,Friends/Family;In‑store demos
Singapore,Metro,27,Male,Primary,4,103600.4,181.0,10,70,4,4,1,1,12.8,5295.74,Upfront,2,Energy saving,Limited models,Quiet motor;Compact design;Solar compatibility,Dishwasher;Air‑purifier;Washer,In‑store demos
India,Metro,25,Female,Secondary,2,11146.93,328.4,2,34,4,4,0,0,4.6,50.0,0‑interest EMI,1,Peer reviews,High cost,Wi‑Fi control;Compact design,Washer;Refrigerator;Dishwasher,Social media
India,Tier‑2 city,43,Other,Post‑grad,1,22718.49,246.8,3,38,5,5,0,1,8.1,559.85,0‑interest EMI,5,Energy saving,Limited models,Compact design;5‑Star rating,Refrigerator,Friends/Family
UAE,Metro,45,Female,Post‑grad,7,52301.96,442.7,3,57,1,1,1,0,1.1,2475.63,Upfront,3,Up‑front price,Other,Quiet motor,Washer,Friends/Family;Govt portals;Social media
Singapore,Metro,28,Other,Secondary,4,68981.96,408.1,5,52,3,2,1,1,18.4,3337.98,Upfront,5,Peer reviews,Uncertain savings,Wi‑Fi control,Refrigerator;Air‑purifier,Govt portals;Social media;In‑store demos
India,Tier‑2 city,26,Female,Secondary,3,12944.94,136.1,1,37,2,1,0,1,7.9,682.53,Rental,1,Govt incentive,Low awareness,5‑Star rating;Solar compatibility;Wi‑Fi control,Water‑heater;Refrigerator;Dishwasher,Social media;In‑store demos
India,Metro,36,Female,Secondary,4,25225.61,222.1,5,47,1,2,0,0,4.2,774.2,0‑interest EMI,3,Brand,High cost,Compact design,AC,Online reviews;Friends/Family
UAE,Metro,19,Male,Secondary,2,109354.56,333.4,7,57,4,4,0,0,6.5,6139.84,0‑interest EMI,3,Up‑front price,Limited models,Solar compatibility;Wi‑Fi control;5‑Star rating,Refrigerator;Water‑heater,Govt portals;Online reviews
India,Metro,49,Male,Graduate,1,15018.39,239.3,3,38,2,3,1,0,3.3,1451.8,BNPL,4,Energy saving,Low awareness,5‑Star rating;Quiet motor,Water‑heater;Air‑purifier,Online reviews
UAE,Metro,35,Male,Graduate,3,48909.02,308.8,4,68,4,4,1,1,10.0,1440.47,0‑interest EMI,3,Energy saving,Uncertain savings,5‑Star rating,Dishwasher;Air‑purifier;Refrigerator,Social media;Online reviews
Singapore,Metro,39,Female,Primary,4,73107.56,248.1,4,39,5,5,1,1,4.2,3005.64,0‑interest EMI,3,Govt incentive,Other,5‑Star rating;Solar compatibility;Quiet motor,AC;Air‑purifier;Water‑heater,In‑store demos;Govt portals
India,Metro,36,Male,Secondary,2,29783.75,242.7,2,44,2,3,0,0,1.6,1925.23,0‑interest EMI,2,Energy saving,High cost,Wi‑Fi control,Dishwasher,Friends/Family;Online reviews;In‑store demos
India,Tier‑2 city,39,Female,Secondary,4,26655.67,301.8,4,33,1,2,1,1,3.6,1548.15,0‑interest EMI,2,Brand,Limited models,Wi‑Fi control;5‑Star rating,Water‑heater;Washer;Air‑purifier,Online reviews;Social media;Friends/Family
India,Rural,30,Female,Primary,3,33848.96,620.5,2,49,1,1,0,0,5.0,1631.79,0‑interest EMI,0,Energy saving,Uncertain savings,Wi‑Fi control,Refrigerator;Air‑purifier,Govt portals;Online reviews
Singapore,Metro,27,Male,Secondary,5,66516.7,320.7,2,71,1,1,1,0,3.7,3025.75,BNPL,2,Brand,Uncertain savings,5‑Star rating;Wi‑Fi control;Compact design,Air‑purifier;Refrigerator;Washer,Govt portals;Friends/Family;In‑store demos
UAE,Metro,42,Male,Graduate,4,91124.42,259.1,5,78,2,3,1,1,4.3,4644.73,Rental,1,Govt incentive,Low awareness,Quiet motor,Washer;Dishwasher;Refrigerator,In‑store demos;Friends/Family
UAE,Metro,47,Male,Secondary,7,74019.85,790.9,5,53,4,4,1,1,9.5,3739.68,0‑interest EMI,2,Govt incentive,Other,Quiet motor;5‑Star rating;Solar compatibility,Washer;AC,Online reviews;Social media;In‑store demos
Singapore,Metro,38,Female,Secondary,5,67542.81,507.7,6,39,4,5,0,1,11.8,3171.66,0‑interest EMI,3,Energy saving,Low awareness,Solar compatibility;5‑Star rating;Wi‑Fi control,Air‑purifier,Online reviews;Friends/Family
India,Tier‑2 city,38,Male,Graduate,4,30126.0,130.6,3,48,5,5,1,1,14.8,1712.53,0‑interest EMI,3,Up‑front price,High cost,Wi‑Fi control;5‑Star rating,Refrigerator;AC;Air‑purifier,Govt portals;In‑store demos
UAE,Metro,36,Male,Secondary,3,68542.48,446.9,10,49,3,2,0,0,7.7,3929.79,0‑interest EMI,3,Govt incentive,Low awareness,Solar compatibility;Compact design;Wi‑Fi control,Air‑purifier;Refrigerator,Online reviews
UAE,Metro,24,Female,Post‑grad,1,47341.79,341.7,3,32,3,3,1,1,10.7,3408.23,Upfront,2,Energy saving,High cost,Wi‑Fi control;5‑Star rating;Solar compatibility,Refrigerator;AC;Washer,Friends/Family;Social media;In‑store demos
India,Tier‑2 city,47,Male,Post‑grad,4,29062.74,210.3,1,39,2,1,0,0,4.4,1524.93,0‑interest EMI,1,Energy saving,Low awareness,5‑Star rating;Quiet motor,Air‑purifier,Govt portals
India,Metro,31,Female,Primary,3,195818.79,291.2,9,94,3,2,0,1,6.4,9930.48,Upfront,3,Energy saving,Low awareness,Solar compatibility,Air‑purifier;Dishwasher;AC,Govt portals
India,Metro,41,Female,Graduate,2,27870.03,362.2,6,34,3,4,1,1,7.4,1356.46,0‑interest EMI,5,Govt incentive,Uncertain savings,Wi‑Fi control;Solar compatibility;Quiet motor,AC;Air‑purifier;Washer,Social media
India,Metro,33,Female,Primary,2,13548.62,259.3,2,42,5,5,1,1,10.8,635.97,0‑interest EMI,2,Brand,Uncertain savings,Compact design,Washer;AC;Refrigerator,Friends/Family;In‑store demos;Govt portals
India,Metro,31,Male,Graduate,1,18578.62,294.8,2,34,5,5,1,1,12.2,818.05,Upfront,3,Peer reviews,Low awareness,Compact design;Quiet motor;5‑Star rating,Washer,In‑store demos;Govt portals;Social media
UAE,Metro,19,Male,Secondary,2,61264.65,522.6,4,51,5,5,1,1,20.5,4374.99,Upfront,2,Brand,Limited models,Compact design;Solar compatibility,Air‑purifier;Dishwasher;Water‑heater,Govt portals;Online reviews
India,Rural,21,Female,Graduate,5,23870.73,122.2,3,29,3,4,0,0,2.1,715.1,0‑interest EMI,2,Govt incentive,Low awareness,Solar compatibility;Wi‑Fi control,Refrigerator;Washer,Govt portals
India,Tier‑2 city,31,Male,Secondary,3,13855.23,344.1,3,29,1,1,0,0,3.5,292.94,Upfront,1,Up‑front price,High cost,Wi‑Fi control,Refrigerator;Air‑purifier;AC,Friends/Family;In‑store demos;Social media
India,Tier‑2 city,37,Female,Graduate,3,43090.35,123.8,3,58,5,5,0,1,12.9,1566.17,Upfront,3,Energy saving,Uncertain savings,Wi‑Fi control;5‑Star rating,Water‑heater;Washer,Online reviews
India,Metro,39,Male,Graduate,2,15794.93,249.4,1,26,1,2,1,1,6.5,822.65,0‑interest EMI,2,Energy saving,Other,Compact design;5‑Star rating,Dishwasher,Online reviews
India,Rural,66,Male,Graduate,1,23339.46,320.6,1,10,2,2,0,0,4.4,1583.89,BNPL,4,Energy saving,Limited models,Wi‑Fi control,Water‑heater;AC;Air‑purifier,Friends/Family
Singapore,Metro,33,Male,Secondary,1,74416.16,704.4,6,80,4,5,1,1,18.0,3317.63,Rental,0,Energy saving,Uncertain savings,Quiet motor;Wi‑Fi control,Air‑purifier,Online reviews;In‑store demos
Singapore,Metro,35,Female,Graduate,6,51555.07,885.1,4,25,3,2,1,1,2.9,2510.65,0‑interest EMI,2,Govt incentive,Limited models,Compact design;5‑Star rating;Solar compatibility,Air‑purifier,Friends/Family
India,Metro,37,Male,Secondary,2,20818.8,646.8,1,33,5,5,0,1,9.2,50.0,Rental,5,Energy saving,Limited models,Wi‑Fi control,Dishwasher,In‑store demos
India,Metro,60,Male,Graduate,6,19444.41,257.8,3,52,4,4,1,0,6.5,835.4,Rental,3,Peer reviews,Limited models,5‑Star rating;Quiet motor,AC,In‑store demos
India,Tier‑2 city,29,Male,Graduate,4,25857.62,270.4,1,39,5,5,0,1,8.4,1308.1,Upfront,3,Peer reviews,Other,5‑Star rating;Quiet motor,Water‑heater;AC;Dishwasher,Social media
UAE,Metro,21,Female,Primary,6,260547.38,495.2,10,100,3,4,1,1,19.7,12196.12,Upfront,2,Up‑front price,Low awareness,Quiet motor;Solar compatibility;Compact design,Refrigerator,Online reviews;Govt portals
UAE,Metro,37,Male,Secondary,4,81860.97,483.3,4,60,2,2,0,1,9.0,3900.27,BNPL,2,Peer reviews,Uncertain savings,Solar compatibility,Water‑heater,Online reviews
Singapore,Metro,32,Female,Graduate,1,119402.2,439.3,8,77,3,3,1,0,6.8,5870.36,Upfront,3,Peer reviews,Uncertain savings,Solar compatibility;Quiet motor,Water‑heater;Dishwasher;AC,In‑store demos
India,Rural,47,Female,Post‑grad,1,22086.08,216.9,1,42,3,2,0,0,2.2,1002.18,0‑interest EMI,3,Energy saving,Other,Solar compatibility;Compact design;Wi‑Fi control,Washer,Govt portals
India,Tier‑2 city,31,Male,Secondary,3,19874.89,224.3,0,57,5,5,1,1,11.6,1059.96,0‑interest EMI,2,Energy saving,High cost,Quiet motor;Wi‑Fi control;5‑Star rating,Refrigerator;Washer,Govt portals;Social media
Singapore,Metro,40,Female,Graduate,4,68135.75,277.7,5,29,2,2,0,0,2.6,3277.18,Upfront,4,Up‑front price,Other,Wi‑Fi control;5‑Star rating,Washer;AC;Refrigerator,Govt portals;Friends/Family;Social media
India,Metro,35,Female,Secondary,1,26704.79,269.6,2,39,1,2,1,0,3.9,1272.7,BNPL,2,Up‑front price,Limited models,Wi‑Fi control,Dishwasher;AC;Washer,In‑store demos;Friends/Family
India,Metro,39,Female,Graduate,5,22455.76,165.3,0,54,3,4,1,1,1.2,703.18,0‑interest EMI,3,Brand,Other,Solar compatibility;Compact design;Quiet motor,Air‑purifier;Water‑heater,Friends/Family;Govt portals;Online reviews
India,Metro,26,Male,Secondary,6,23757.95,153.6,0,48,1,1,1,0,2.8,1447.85,BNPL,1,Brand,Other,5‑Star rating,Air‑purifier;Dishwasher,Govt portals
UAE,Tier‑2 city,41,Male,Graduate,5,80190.77,367.7,5,63,2,3,0,1,8.7,3819.58,0‑interest EMI,3,Brand,Other,Compact design,Refrigerator,In‑store demos
UAE,Tier‑2 city,26,Female,Secondary,3,27602.21,333.4,2,34,3,2,1,0,6.3,1918.55,BNPL,2,Energy saving,High cost,Solar compatibility,Refrigerator,Govt portals;In‑store demos;Online reviews
Singapore,Metro,51,Male,Primary,4,91045.71,440.9,3,51,4,3,1,1,13.1,5191.04,0‑interest EMI,2,Energy saving,Limited models,Wi‑Fi control;5‑Star rating,AC;Washer,Friends/Family
UAE,Metro,19,Female,Secondary,2,106837.89,283.9,10,58,3,3,0,0,5.6,5401.48,Upfront,2,Peer reviews,High cost,Solar compatibility,Washer;Dishwasher;Air‑purifier,Friends/Family;Govt portals;Online reviews
India,Metro,33,Female,Secondary,3,13466.45,260.4,1,11,3,2,1,1,10.4,121.8,Upfront,1,Peer reviews,Limited models,Solar compatibility,Dishwasher;AC,Social media;In‑store demos;Online reviews
India,Metro,30,Female,Secondary,1,17840.82,200.7,1,27,4,5,0,1,9.2,1415.37,0‑interest EMI,1,Peer reviews,High cost,Quiet motor,Refrigerator;Air‑purifier;Dishwasher,Friends/Family;In‑store demos
UAE,Metro,46,Male,Secondary,1,113714.26,367.3,6,51,5,5,1,1,21.5,5796.11,Upfront,2,Up‑front price,Limited models,Compact design;Quiet motor,Dishwasher;Water‑heater;Washer,Social media;In‑store demos
UAE,Metro,33,Male,Graduate,2,90489.59,271.0,4,48,1,2,1,0,6.0,4674.9,0‑interest EMI,2,Energy saving,Uncertain savings,Solar compatibility,Water‑heater;Air‑purifier,Govt portals
UAE,Tier‑2 city,36,Male,Graduate,1,553208.91,211.0,10,100,3,2,0,1,9.8,27334.42,Upfront,0,Govt incentive,Limited models,5‑Star rating;Compact design;Quiet motor,Dishwasher,Social media;Friends/Family;Online reviews
UAE,Metro,32,Male,Graduate,3,46859.68,358.9,2,48,1,2,1,1,11.1,2121.6,0‑interest EMI,4,Govt incentive,Limited models,Solar compatibility;Quiet motor;5‑Star rating,Refrigerator,Friends/Family;Social media
UAE,Metro,38,Female,Secondary,2,63837.94,397.5,2,30,1,1,0,0,4.2,2712.85,Upfront,0,Peer reviews,Limited models,Solar compatibility;Quiet motor,AC;Refrigerator,Online reviews;Friends/Family;In‑store demos
UAE,Metro,32,Male,Post‑grad,4,81836.59,301.2,7,71,2,1,1,1,9.9,4599.22,Upfront,2,Peer reviews,Low awareness,Compact design;5‑Star rating;Wi‑Fi control,Dishwasher;Refrigerator,In‑store demos;Social media;Online reviews
Singapore,Metro,37,Male,Graduate,3,88589.78,189.8,9,53,1,1,1,1,10.4,3943.41,Upfront,2,Up‑front price,High cost,5‑Star rating;Quiet motor,Water‑heater,Govt portals;Friends/Family;Social media
India,Metro,41,Other,Primary,5,13531.97,218.1,3,21,5,5,1,1,11.4,124.01,0‑interest EMI,2,Peer reviews,Uncertain savings,Compact design;Solar compatibility,Refrigerator;Dishwasher,Online reviews;In‑store demos;Social media
India,Tier‑2 city,18,Male,Secondary,2,24737.31,488.4,2,47,1,2,0,0,0.9,2062.82,0‑interest EMI,4,Up‑front price,Limited models,Quiet motor;5‑Star rating;Solar compatibility,AC;Dishwasher;Washer,Govt portals
India,Metro,34,Male,Secondary,5,18690.99,194.2,0,16,1,2,1,1,3.6,1276.76,0‑interest EMI,3,Govt incentive,Low awareness,Wi‑Fi control,Refrigerator;Air‑purifier;Dishwasher,Govt portals
UAE,Metro,39,Female,Secondary,3,81334.13,588.6,6,51,1,2,1,0,4.7,4639.37,Upfront,4,Govt incentive,Uncertain savings,Compact design;Quiet motor,Washer;AC,In‑store demos;Friends/Family;Online reviews
Singapore,Metro,32,Female,Graduate,3,81036.53,303.1,4,52,1,2,0,0,2.4,3600.37,BNPL,4,Peer reviews,High cost,Wi‑Fi control;5‑Star rating,AC,Govt portals;Friends/Family;Online reviews
India,Tier‑2 city,35,Male,Primary,2,15563.33,2028.4,1,49,3,2,0,1,7.0,235.99,Rental,4,Govt incentive,Limited models,Solar compatibility;Compact design;Wi‑Fi control,Refrigerator;Water‑heater;Air‑purifier,Online reviews
India,Tier‑2 city,33,Male,Graduate,1,15701.28,184.2,0,39,3,3,1,0,7.0,778.17,Upfront,1,Brand,Other,Quiet motor,Dishwasher,Social media
Singapore,Metro,35,Male,Post‑grad,2,120926.22,320.6,9,81,3,3,1,0,3.3,5148.21,Upfront,1,Govt incentive,Uncertain savings,5‑Star rating,AC;Dishwasher,Online reviews
UAE,Metro,40,Female,Post‑grad,3,58951.83,337.3,3,69,2,3,0,0,1.9,3703.06,0‑interest EMI,2,Energy saving,High cost,Solar compatibility;Compact design,Refrigerator;Water‑heater;Air‑purifier,Govt portals;Friends/Family
UAE,Metro,25,Male,Primary,5,74507.4,298.5,1,58,5,5,1,1,16.1,3862.92,Upfront,2,Energy saving,Low awareness,Solar compatibility;Wi‑Fi control,Dishwasher;Refrigerator;Air‑purifier,Friends/Family;Online reviews
UAE,Metro,37,Female,Primary,1,61260.59,518.8,4,45,1,2,0,1,8.1,2606.8,Upfront,1,Brand,Low awareness,Wi‑Fi control;5‑Star rating,Air‑purifier;Dishwasher;Water‑heater,Govt portals
India,Metro,46,Male,Secondary,3,20747.7,219.1,1,59,3,2,1,0,2.3,1479.26,Upfront,2,Up‑front price,Uncertain savings,5‑Star rating,AC;Dishwasher,Social media
UAE,Tier‑2 city,59,Male,Secondary,4,46996.69,611.4,2,19,5,5,1,1,6.5,2388.32,0‑interest EMI,2,Brand,Limited models,5‑Star rating;Wi‑Fi control;Solar compatibility,Washer;Refrigerator;AC,Online reviews
India,Metro,18,Male,Secondary,3,15303.4,471.5,3,35,2,2,0,0,3.0,524.99,0‑interest EMI,4,Govt incentive,Low awareness,Quiet motor;Solar compatibility,Washer;Refrigerator;Dishwasher,In‑store demos;Online reviews
India,Metro,51,Male,Secondary,2,32201.47,270.5,5,49,5,5,0,1,7.7,1910.69,Upfront,5,Energy saving,Low awareness,Solar compatibility;Wi‑Fi control,Dishwasher;Refrigerator,Online reviews;Friends/Family;Govt portals
UAE,Metro,38,Male,Graduate,2,53196.98,453.3,3,62,5,5,1,1,13.8,2575.75,Rental,3,Up‑front price,Low awareness,Compact design,AC,Govt portals;Online reviews;Friends/Family
India,Tier‑2 city,32,Other,Secondary,2,36554.9,212.3,2,52,2,3,0,1,13.5,1772.21,0‑interest EMI,4,Energy saving,Limited models,Quiet motor,Water‑heater,Friends/Family;Social media;Govt portals
India,Metro,33,Female,Primary,3,40608.97,411.5,2,49,1,1,1,1,4.5,1540.94,Upfront,4,Brand,Uncertain savings,5‑Star rating,AC,Govt portals;Online reviews
UAE,Metro,47,Female,Graduate,7,206199.02,363.7,10,97,4,4,0,1,21.3,11144.33,BNPL,2,Up‑front price,Uncertain savings,Quiet motor,Water‑heater;Refrigerator,Govt portals
India,Metro,32,Male,Post‑grad,7,17018.4,395.2,1,43,2,3,0,0,3.3,488.11,Rental,3,Peer reviews,Limited models,Compact design;Quiet motor;Solar compatibility,Dishwasher;AC,Online reviews
India,Metro,37,Male,Graduate,3,22397.09,1734.4,1,38,4,4,1,0,6.2,1152.07,Rental,3,Energy saving,Low awareness,5‑Star rating;Solar compatibility,Washer;Refrigerator;Water‑heater,In‑store demos
India,Metro,35,Male,Graduate,1,9466.01,94.5,1,49,1,1,1,1,7.2,674.4,Rental,2,Brand,High cost,Solar compatibility,Dishwasher;Air‑purifier;Refrigerator,Friends/Family
India,Rural,18,Female,Graduate,2,21103.64,260.5,2,56,1,1,1,1,2.5,1631.65,Rental,1,Govt incentive,Limited models,Solar compatibility,Air‑purifier;Washer;Water‑heater,Online reviews
India,Metro,31,Male,Graduate,4,28258.04,177.0,4,13,3,3,1,0,4.5,1953.86,Rental,1,Energy saving,Low awareness,Compact design;5‑Star rating,AC;Air‑purifier,Friends/Family
India,Tier‑2 city,31,Male,Primary,5,34235.31,358.9,2,70,3,4,1,1,3.6,1528.57,0‑interest EMI,2,Brand,Limited models,Quiet motor;Solar compatibility;Wi‑Fi control,Refrigerator;Air‑purifier,Online reviews;In‑store demos;Govt portals
India,Metro,31,Male,Post‑grad,2,17359.71,295.8,2,34,2,2,1,1,6.7,731.86,0‑interest EMI,3,Peer reviews,Low awareness,5‑Star rating;Compact design,AC;Air‑purifier;Washer,Online reviews;Friends/Family
India,Tier‑2 city,26,Female,Graduate,4,24354.17,129.9,3,28,1,1,1,0,2.0,780.68,0‑interest EMI,2,Peer reviews,Low awareness,Solar compatibility;5‑Star rating;Compact design,AC;Air‑purifier;Washer,Social media;Online reviews;Friends/Family
Singapore,Metro,28,Female,Secondary,6,81996.66,174.7,8,43,1,1,1,0,3.4,4510.12,Upfront,2,Up‑front price,Low awareness,Solar compatibility,Air‑purifier;Washer;Water‑heater,Online reviews;In‑store demos;Friends/Family
India,Metro,21,Male,Secondary,4,38454.66,356.8,4,43,4,5,1,1,8.0,1705.5,0‑interest EMI,5,Up‑front price,Other,Quiet motor;5‑Star rating,Air‑purifier;Refrigerator,In‑store demos;Online reviews;Govt portals
India,Metro,18,Female,Graduate,4,12394.86,369.6,5,31,5,4,0,1,28.0,776.8,Rental,1,Up‑front price,Other,Compact design;Wi‑Fi control,Water‑heater,Friends/Family;Online reviews;In‑store demos
India,Tier‑2 city,22,Male,Primary,3,22055.71,353.1,1,55,3,2,1,0,5.7,2366.29,Upfront,2,Govt incentive,Limited models,Solar compatibility,Water‑heater,Online reviews;Friends/Family;In‑store demos
India,Tier‑2 city,18,Female,Graduate,3,19693.16,366.1,3,43,3,4,1,1,17.2,1167.35,Rental,1,Peer reviews,Uncertain savings,Compact design;Wi‑Fi control;Solar compatibility,Refrigerator,Online reviews;Govt portals
